Epoch,Step,Loss
1,0,1.0969750881195068
1,1,1.1121290922164917
1,2,1.095600962638855
1,3,1.0958309173583984
1,4,1.1017036437988281
1,5,1.0955512523651123
1,6,1.0946907997131348
1,7,1.0883142948150635
1,8,1.092314600944519
1,9,1.0838770866394043
1,10,1.0835285186767578
1,11,1.1028776168823242
1,12,1.0922818183898926
1,13,1.0845494270324707
1,14,1.0891213417053223
1,15,1.098686933517456
1,16,1.0998399257659912
1,17,1.0858564376831055
1,18,1.0756629705429077
1,19,1.069392442703247
1,20,1.065009593963623
1,21,1.062108039855957
1,22,1.062061071395874
1,23,1.063244342803955
1,24,1.0556514263153076
1,25,1.0803521871566772
1,26,1.0555707216262817
1,27,1.0528368949890137
1,28,1.0633938312530518
1,29,1.0880213975906372
1,30,1.0340121984481812
1,31,1.0328304767608643
1,32,1.0467405319213867
1,33,1.0357648134231567
1,34,1.0905094146728516
1,35,1.0357911586761475
1,36,0.990043044090271
1,37,1.0785775184631348
1,38,1.072086215019226
1,39,0.9781484603881836
1,40,0.9530346393585205
1,41,0.9581918716430664
1,42,0.9954839944839478
1,43,1.0147502422332764
1,44,1.0354609489440918
1,45,0.9654673933982849
1,46,0.9505091905593872
1,47,0.9991340041160583
1,48,1.0062470436096191
1,49,1.015848159790039
1,50,1.0508005619049072
1,51,0.9791989326477051
1,52,0.8615024089813232
1,53,0.9816827178001404
1,54,0.9996095299720764
1,55,0.9462602138519287
1,56,0.9869056940078735
1,57,1.0473191738128662
1,58,1.0098519325256348
1,59,0.9678903818130493
1,60,0.9326430559158325
1,61,1.02001953125
1,62,0.9429208636283875
1,63,0.9907047748565674
1,64,0.9088356494903564
1,65,0.9397979974746704
1,66,0.9583191871643066
1,67,0.942612886428833
1,68,0.9005918502807617
1,69,0.9159747362136841
1,70,0.8953326344490051
1,71,1.0376312732696533
1,72,0.9305688738822937
1,73,0.9209574460983276
1,74,0.938478946685791
1,75,1.0414955615997314
1,76,0.9324799180030823
1,77,0.8917449116706848
1,78,0.8880984783172607
1,79,0.9066652059555054
1,80,0.9355987310409546
1,81,0.8957428932189941
1,82,0.9711022973060608
1,83,0.9155661463737488
1,84,0.9611218571662903
1,85,0.8946210741996765
1,86,0.9467624425888062
1,87,0.8654009103775024
1,88,0.8794583082199097
1,89,0.8606112003326416
1,90,0.9034196734428406
1,91,0.9627696871757507
