Epoch,Step,Loss
1,92,0.8219597935676575
1,93,0.9547233581542969
1,94,0.9869174957275391
1,95,0.882986307144165
1,96,0.9498969912528992
1,97,1.0054491758346558
1,98,0.8005097508430481
1,99,0.8742654323577881
1,100,0.8906276226043701
1,101,0.8687741160392761
1,102,0.9343263506889343
1,103,0.8814293146133423
1,104,0.953940212726593
1,105,0.9098494052886963
1,106,0.8967565894126892
1,107,0.8428200483322144
1,108,0.7524743676185608
1,109,0.6985353827476501
1,110,0.8781061172485352
1,111,0.9348752498626709
1,112,1.0001188516616821
1,113,0.7813831567764282
1,114,0.8634989261627197
1,115,0.9197709560394287
1,116,0.8951687812805176
1,117,0.821858823299408
1,118,0.9157154560089111
1,119,0.8742474317550659
1,120,0.8321267366409302
1,121,1.0594310760498047
1,122,0.8857742547988892
1,123,0.7734295725822449
1,124,0.9466120600700378
1,125,0.8713275790214539
1,126,0.7824799418449402
1,127,0.8914380669593811
1,128,0.8362498879432678
1,129,0.8175179958343506
1,130,0.8492839932441711
1,131,0.772355854511261
1,132,0.8198351860046387
1,133,0.8028934597969055
1,134,0.9533344507217407
1,135,0.8904962539672852
1,136,0.7495492696762085
1,137,0.8323718309402466
1,138,0.9563145041465759
1,139,0.819786012172699
1,140,0.9754270315170288
1,141,0.8490021228790283
1,142,0.8350961208343506
1,143,0.8716530799865723
1,144,0.8960168361663818
1,145,0.6969594359397888
1,146,0.8919883966445923
1,147,0.96766597032547
1,148,0.9041650295257568
1,149,0.8810026049613953
1,150,0.8304634094238281
1,151,0.751404881477356
1,152,0.7094824910163879
1,153,0.8464142680168152
1,154,0.8648409247398376
1,155,0.8507436513900757
1,156,0.7603199481964111
1,157,0.8366481065750122
1,158,0.9122936129570007
1,159,0.7302916049957275
1,160,0.8285117149353027
1,161,0.804489016532898
1,162,0.8413794636726379
1,163,0.7553127408027649
1,164,0.8142148852348328
1,165,0.6267978549003601
1,166,0.7861045598983765
1,167,0.7897180318832397
1,168,0.7687423229217529
1,169,0.812973141670227
1,170,0.8426333665847778
1,171,0.800704836845398
1,172,0.8775649070739746
1,173,0.6642390489578247
1,174,0.8572251796722412
1,175,0.8412280082702637
1,176,0.7544143199920654
1,177,0.8275376558303833
1,178,0.6858229637145996
1,179,0.939443051815033
1,180,0.9280540943145752
1,181,0.9376567006111145
1,182,0.913467288017273
1,183,0.8086268901824951
1,184,0.8170713186264038
1,185,0.8735798597335815
1,186,0.8099513053894043
1,187,0.8005635738372803
1,188,0.7130048871040344
1,189,0.8793838024139404
1,190,0.7761638760566711
1,191,0.7933611273765564
1,192,0.717984139919281
1,193,0.762414276599884
1,194,0.7986149787902832
1,195,0.8797974586486816
1,196,0.8232871294021606
1,197,0.694462776184082
1,198,0.7717587947845459
1,199,0.7898790240287781
1,200,0.7448939681053162
1,201,0.7613496780395508
1,202,0.8661782145500183
1,203,0.6508781909942627
1,204,0.7021942138671875
1,205,0.8271588087081909
1,206,0.7436476349830627
1,207,0.7122443318367004
1,208,0.7737758159637451
1,209,0.768258810043335
1,210,0.7726954221725464
1,211,0.7836978435516357
1,212,0.7145305871963501
1,213,0.7917875051498413
1,214,0.8745139837265015
1,215,0.7816143035888672
1,216,0.7683176398277283
1,217,0.978370726108551
1,218,0.965965747833252
1,219,0.6699467301368713
1,220,0.7513312697410583
1,221,0.7625544667243958
1,222,0.7331857681274414
1,223,0.8322214484214783
1,224,0.7093362808227539
1,225,0.8459886908531189
1,226,0.6078495979309082
1,227,0.7763161659240723
1,228,0.83248370885849
1,229,0.7509880065917969
1,230,0.6919786334037781
1,231,0.7914223074913025
1,232,0.7530491948127747
1,233,0.7094250917434692
1,234,0.74779212474823
1,235,0.8367806077003479
1,236,0.8488717079162598
1,237,0.8215212821960449
1,238,0.6854416131973267
1,239,0.6653902530670166
1,240,0.9838353395462036
1,241,0.7705729603767395
1,242,0.6894916296005249
1,243,0.7273634672164917
1,244,0.6455447673797607
1,245,0.7920722365379333
1,246,0.6638064384460449
1,247,0.6723172664642334
1,248,0.5420559644699097
1,249,0.7171510457992554
1,250,0.7885262966156006
1,251,0.7165753841400146
1,252,0.8873463273048401
1,253,0.7199571132659912
1,254,0.7476110458374023
1,255,0.7261735200881958
1,256,0.8326040506362915
1,257,0.7608591318130493
1,258,0.6012917757034302
1,259,0.6933448910713196
1,260,0.7102570533752441
1,261,0.8136380910873413
1,262,0.7616036534309387
1,263,0.793701171875
1,264,0.7596523761749268
1,265,0.7024919390678406
1,266,0.7389894723892212
1,267,0.6746747493743896
1,268,0.7881864905357361
1,269,0.7008176445960999
1,270,0.6700925230979919
1,271,0.6967520713806152
1,272,0.7054821848869324
1,273,0.7962767481803894
1,274,0.7175459265708923
1,275,0.735051155090332
1,276,0.6654319167137146
1,277,0.5351830720901489
1,278,0.8352269530296326
1,279,0.8224956393241882
1,280,0.7105079889297485
1,281,0.8839453458786011
1,282,0.7518773674964905
1,283,0.7802973985671997
1,284,0.6966205835342407
1,285,0.8135868310928345
1,286,0.5989938974380493
1,287,0.7069220542907715
1,288,0.5734989047050476
1,289,0.6886578798294067
1,290,0.7389116287231445
1,291,0.7575216889381409
1,292,0.6737701296806335
1,293,0.8159807920455933
1,294,0.7723336219787598
1,295,0.7698034048080444
1,296,0.6232436895370483
1,297,0.700448751449585
1,298,0.66025710105896
